name         x-coord y-coord       conc.    dry dep.    wet dep.    tot.dep.       conc.       conc.
                                     NOx         NOy         NOy         NOy    NO3+HNO3         NO3
                   m       m  ug/m3 NO2    mol/ha/y    mol/ha/y    mol/ha/y        ug/m3       ug/m3
190            56648  835387  0.7442E-05  0.7822E-04  0.1327E-03  0.2109E-03  0.2158E-05  0.4317E-06
190            56648  830387  0.7619E-05  0.7988E-04  0.1345E-03  0.2144E-03  0.2197E-05  0.4394E-06
190            56648  825387  0.7771E-05  0.8131E-04  0.1357E-03  0.2170E-03  0.2226E-05  0.4453E-06
190            56648  820387  0.7943E-05  0.8306E-04  0.1372E-03  0.2202E-03  0.2275E-05  0.4551E-06
190            56648  815387  0.8121E-05  0.8479E-04  0.1387E-03  0.2235E-03  0.2320E-05  0.4639E-06
190            56648  810387  0.8312E-05  0.8665E-04  0.1405E-03  0.2271E-03  0.2365E-05  0.4729E-06
190            56648  805387  0.8496E-05  0.8840E-04  0.1419E-03  0.2303E-03  0.2408E-05  0.4816E-06
190            56648  800387  0.8701E-05  0.9039E-04  0.1436E-03  0.2340E-03  0.2457E-05  0.4914E-06
190            56625  795417  0.8912E-05  0.9246E-04  0.1454E-03  0.2378E-03  0.2509E-05  0.5017E-06
190            55397  791491  0.8999E-05  0.9372E-04  0.1449E-03  0.2386E-03  0.2548E-05  0.5097E-06
162            56863  444977  0.1057E-03  0.8009E-03  0.2724E-03  0.1073E-02  0.2083E-04  0.1167E-04
162            55997  440192  0.1029E-03  0.7897E-03  0.2707E-03  0.1060E-02  0.2060E-04  0.1165E-04
162            56648  435386  0.1031E-03  0.7928E-03  0.2759E-03  0.1069E-02  0.2086E-04  0.1224E-04
46             56642  428230  0.1022E-03  0.1298E-02  0.2785E-03  0.1576E-02  0.2081E-04  0.1380E-04
47             57321  428995  0.1052E-03  0.1478E-02  0.2804E-03  0.1759E-02  0.2109E-04  0.1350E-04
162            56496  430888  0.1018E-03  0.7863E-03  0.2794E-03  0.1066E-02  0.2095E-04  0.1282E-04
46             55648  427423  0.1005E-03  0.1210E-02  0.2752E-03  0.1485E-02  0.2103E-04  0.1562E-04
65             56786  423861  0.9967E-04  0.7746E-03  0.2793E-03  0.1054E-02  0.2077E-04  0.1319E-04
65             56648  420387  0.9803E-04  0.7705E-03  0.2771E-03  0.1048E-02  0.2054E-04  0.1287E-04
65             57618  416540  0.9917E-04  0.1041E-02  0.2785E-03  0.1319E-02  0.2049E-04  0.1311E-04
65             59083  410747  0.1018E-03  0.1370E-02  0.2812E-03  0.1652E-02  0.2152E-04  0.1533E-04
123            56071  404117  0.9420E-04  0.1435E-02  0.2682E-03  0.1704E-02  0.2058E-04  0.1374E-04
123            56393  400383  0.9056E-04  0.7359E-03  0.2726E-03  0.1008E-02  0.2008E-04  0.1304E-04
123            56708  395801  0.8971E-04  0.7308E-03  0.2762E-03  0.1007E-02  0.2027E-04  0.1338E-04
123            54962  392252  0.8799E-04  0.1284E-02  0.2692E-03  0.1554E-02  0.2024E-04  0.1437E-04
179            58575  389601  0.9235E-04  0.1147E-02  0.2834E-03  0.1431E-02  0.2104E-04  0.1555E-04
169            56472  384645  0.8565E-04  0.7062E-03  0.2813E-03  0.9875E-03  0.2042E-04  0.1385E-04
169            56314  380874  0.8423E-04  0.8457E-03  0.2816E-03  0.1127E-02  0.2031E-04  0.1419E-04
161            57915  373180  0.8495E-04  0.1134E-02  0.2943E-03  0.1428E-02  0.2147E-04  0.1689E-04
169            55153  376872  0.8110E-04  0.9420E-03  0.2790E-03  0.1221E-02  0.2008E-04  0.1436E-04
190            59544  840535  0.7374E-05  0.7743E-04  0.1329E-03  0.2103E-03  0.2140E-05  0.4280E-06
190            60642  837506  0.7508E-05  0.7866E-04  0.1344E-03  0.2131E-03  0.2168E-05  0.4337E-06
190            60978  832887  0.7658E-05  0.8009E-04  0.1358E-03  0.2159E-03  0.2201E-05  0.4402E-06
190            60978  827887  0.7828E-05  0.8171E-04  0.1373E-03  0.2191E-03  0.2238E-05  0.4476E-06
190            60978  822887  0.8009E-05  0.8346E-04  0.1390E-03  0.2225E-03  0.2282E-05  0.4564E-06
190            60978  817887  0.8202E-05  0.8527E-04  0.1408E-03  0.2261E-03  0.2327E-05  0.4653E-06
190            60978  812887  0.8398E-05  0.8710E-04  0.1426E-03  0.2297E-03  0.2371E-05  0.4741E-06
190            60978  807887  0.8583E-05  0.8891E-04  0.1441E-03  0.2330E-03  0.2415E-05  0.4831E-06
190            60978  802887  0.8786E-05  0.9089E-04  0.1458E-03  0.2367E-03  0.2465E-05  0.4929E-06
190            60506  798306  0.8959E-05  0.9260E-04  0.1471E-03  0.2397E-03  0.2507E-05  0.5013E-06
190            59445  795001  0.9047E-05  0.9349E-04  0.1474E-03  0.2409E-03  0.2530E-05  0.5061E-06
162            60167  445885  0.1124E-03  0.8789E-03  0.2867E-03  0.1166E-02  0.2169E-04  0.1238E-04
162            61180  445253  0.1155E-03  0.8696E-03  0.2914E-03  0.1161E-02  0.2192E-04  0.1246E-04
162            61068  436730  0.1131E-03  0.8350E-03  0.2923E-03  0.1127E-02  0.2201E-04  0.1322E-04
163            62989  437818  0.1180E-03  0.8970E-03  0.2995E-03  0.1197E-02  0.2240E-04  0.1346E-04
162            60588  432729  0.1106E-03  0.8253E-03  0.2921E-03  0.1117E-02  0.2189E-04  0.1347E-04
163            62544  433641  0.1213E-03  0.2183E-02  0.2981E-03  0.2481E-02  0.2329E-04  0.1330E-04
164            62495  434882  0.1222E-03  0.2243E-02  0.2982E-03  0.2541E-02  0.2343E-04  0.1320E-04
46             60038  427966  0.1118E-03  0.1620E-02  0.2880E-03  0.1908E-02  0.2226E-04  0.1491E-04
47             60196  428948  0.1093E-03  0.1139E-02  0.2895E-03  0.1429E-02  0.2131E-04  0.1358E-04
69             62282  426981  0.1178E-03  0.1498E-02  0.2974E-03  0.1796E-02  0.2267E-04  0.1439E-04
162            61944  429192  0.1122E-03  0.8295E-03  0.2968E-03  0.1126E-02  0.2210E-04  0.1397E-04
65             60097  422295  0.1078E-03  0.1348E-02  0.2890E-03  0.1637E-02  0.2126E-04  0.1323E-04
69             62345  425093  0.1135E-03  0.1335E-02  0.2985E-03  0.1633E-02  0.2207E-04  0.1488E-04
65             60846  417851  0.1057E-03  0.8216E-03  0.2923E-03  0.1114E-02  0.2162E-04  0.1380E-04
65             61367  413229  0.1049E-03  0.8056E-03  0.2929E-03  0.1098E-02  0.2173E-04  0.1411E-04
123            61952  406509  0.1048E-03  0.1313E-02  0.2916E-03  0.1605E-02  0.2199E-04  0.1587E-04
123            60719  403397  0.9950E-04  0.7801E-03  0.2892E-03  0.1069E-02  0.2141E-04  0.1417E-04
123            60188  397044  0.9615E-04  0.8331E-03  0.2888E-03  0.1122E-02  0.2102E-04  0.1409E-04
123            61378  393467  0.9684E-04  0.7649E-03  0.2939E-03  0.1059E-02  0.2143E-04  0.1439E-04
179            60007  390720  0.9515E-04  0.1186E-02  0.2878E-03  0.1474E-02  0.2133E-04  0.1581E-04
123            63109  388494  0.9843E-04  0.7691E-03  0.3061E-03  0.1075E-02  0.2216E-04  0.1543E-04
179            59975  389592  0.9466E-04  0.1148E-02  0.2890E-03  0.1437E-02  0.2149E-04  0.1644E-04
169            60406  382196  0.9066E-04  0.7322E-03  0.2963E-03  0.1028E-02  0.2137E-04  0.1464E-04
169            61907  378441  0.9130E-04  0.7374E-03  0.3072E-03  0.1045E-02  0.2182E-04  0.1500E-04
205            60112  378875  0.9027E-04  0.1183E-02  0.2951E-03  0.1478E-02  0.2134E-04  0.1517E-04
161            59491  373286  0.8639E-04  0.1172E-02  0.3004E-03  0.1473E-02  0.2142E-04  0.1582E-04
190            64731  834660  0.7721E-05  0.8058E-04  0.1373E-03  0.2179E-03  0.2213E-05  0.4426E-06
190            65308  830387  0.7892E-05  0.8218E-04  0.1392E-03  0.2213E-03  0.2250E-05  0.4500E-06
190            65308  825387  0.8083E-05  0.8397E-04  0.1410E-03  0.2250E-03  0.2292E-05  0.4584E-06
190            65308  820387  0.8276E-05  0.8576E-04  0.1428E-03  0.2286E-03  0.2336E-05  0.4671E-06
190            65308  815387  0.8469E-05  0.8757E-04  0.1446E-03  0.2321E-03  0.2379E-05  0.4759E-06
190            65308  810387  0.8650E-05  0.8932E-04  0.1460E-03  0.2353E-03  0.2422E-05  0.4844E-06
190            65308  805387  0.8859E-05  0.9131E-04  0.1478E-03  0.2391E-03  0.2470E-05  0.4940E-06
190            64270  801364  0.9004E-05  0.9272E-04  0.1489E-03  0.2416E-03  0.2505E-05  0.5010E-06
162            62558  445203  0.1191E-03  0.8767E-03  0.2975E-03  0.1174E-02  0.2233E-04  0.1284E-04
198            67625  445239  0.1321E-03  0.1467E-02  0.3181E-03  0.1785E-02  0.2300E-04  0.1338E-04
163            65581  438099  0.1247E-03  0.1060E-02  0.3106E-03  0.1371E-02  0.2292E-04  0.1385E-04
162            63304  436731  0.1213E-03  0.1890E-02  0.2993E-03  0.2189E-02  0.2234E-04  0.1249E-04
163            64332  436276  0.1278E-03  0.2359E-02  0.3050E-03  0.2664E-02  0.2427E-04  0.1415E-04
164            63002  435322  0.1233E-03  0.2171E-02  0.2998E-03  0.2471E-02  0.2348E-04  0.1336E-04
69             64416  428368  0.1179E-03  0.1029E-02  0.3067E-03  0.1336E-02  0.2251E-04  0.1451E-04
162            63357  430138  0.1156E-03  0.9888E-03  0.3010E-03  0.1290E-02  0.2221E-04  0.1413E-04
163            64290  430333  0.1226E-03  0.1813E-02  0.3032E-03  0.2116E-02  0.2338E-04  0.1529E-04
164            64547  429921  0.1215E-03  0.1744E-02  0.3042E-03  0.2048E-02  0.2283E-04  0.1422E-04
69             65394  425966  0.1194E-03  0.8660E-03  0.3130E-03  0.1179E-02  0.2315E-04  0.1533E-04
163            65714  427764  0.1212E-03  0.1079E-02  0.3124E-03  0.1391E-02  0.2289E-04  0.1513E-04
65             64784  413875  0.1126E-03  0.8385E-03  0.3073E-03  0.1146E-02  0.2271E-04  0.1505E-04
65             65331  411491  0.1128E-03  0.8592E-03  0.3094E-03  0.1169E-02  0.2276E-04  0.1507E-04
123            66809  409312  0.1152E-03  0.8571E-03  0.3163E-03  0.1173E-02  0.2322E-04  0.1569E-04
123            65240  404958  0.1096E-03  0.8265E-03  0.3098E-03  0.1136E-02  0.2273E-04  0.1533E-04
123            66808  402366  0.1151E-03  0.1241E-02  0.3160E-03  0.1557E-02  0.2347E-04  0.1671E-04
123            65024  393910  0.1043E-03  0.9250E-03  0.3088E-03  0.1234E-02  0.2225E-04  0.1528E-04
123            65311  390386  0.1033E-03  0.7980E-03  0.3143E-03  0.1112E-02  0.2258E-04  0.1530E-04
123            65993  386153  0.1028E-03  0.7948E-03  0.3200E-03  0.1115E-02  0.2289E-04  0.1574E-04
169            64953  379422  0.9700E-04  0.7691E-03  0.3215E-03  0.1091E-02  0.2264E-04  0.1553E-04
169            65777  376104  0.9648E-04  0.7650E-03  0.3274E-03  0.1092E-02  0.2283E-04  0.1578E-04
190            68789  831823  0.7971E-05  0.8273E-04  0.1409E-03  0.2237E-03  0.2261E-05  0.4523E-06
190            69638  827887  0.8146E-05  0.8437E-04  0.1428E-03  0.2272E-03  0.2299E-05  0.4598E-06
190            69638  822887  0.8334E-05  0.8615E-04  0.1445E-03  0.2307E-03  0.2343E-05  0.4686E-06
190            69638  817887  0.8510E-05  0.8787E-04  0.1460E-03  0.2339E-03  0.2386E-05  0.4772E-06
190            69638  812887  0.8715E-05  0.8977E-04  0.1479E-03  0.2376E-03  0.2431E-05  0.4862E-06
190            69306  808172  0.8912E-05  0.9163E-04  0.1496E-03  0.2412E-03  0.2475E-05  0.4951E-06
190            67990  804469  0.9032E-05  0.9281E-04  0.1503E-03  0.2431E-03  0.2504E-05  0.5008E-06
198            69366  447428  0.1371E-03  0.1377E-02  0.3277E-03  0.1705E-02  0.2380E-04  0.1485E-04
198            70368  444060  0.1412E-03  0.1558E-02  0.3314E-03  0.1889E-02  0.2442E-04  0.1586E-04
69             69323  426061  0.1350E-03  0.1261E-02  0.3285E-03  0.1589E-02  0.2543E-04  0.1937E-04
69             70003  423619  0.1307E-03  0.9089E-03  0.3350E-03  0.1244E-02  0.2459E-04  0.1675E-04
65             68496  412215  0.1206E-03  0.8761E-03  0.3242E-03  0.1200E-02  0.2375E-04  0.1590E-04
123            68747  410432  0.1212E-03  0.1165E-02  0.3242E-03  0.1489E-02  0.2346E-04  0.1564E-04
203            70582  410897  0.1254E-03  0.8979E-03  0.3358E-03  0.1234E-02  0.2440E-04  0.1650E-04
123            69184  408269  0.1208E-03  0.9126E-03  0.3293E-03  0.1242E-02  0.2391E-04  0.1624E-04
203            71270  408726  0.1265E-03  0.1081E-02  0.3397E-03  0.1421E-02  0.2431E-04  0.1643E-04
123            69404  402725  0.1177E-03  0.9152E-03  0.3304E-03  0.1246E-02  0.2398E-04  0.1666E-04
123            69013  392088  0.1118E-03  0.8388E-03  0.3310E-03  0.1170E-02  0.2357E-04  0.1611E-04
204            71272  391732  0.1173E-03  0.1096E-02  0.3425E-03  0.1439E-02  0.2398E-04  0.1649E-04
123            69638  387887  0.1110E-03  0.8367E-03  0.3376E-03  0.1174E-02  0.2381E-04  0.1621E-04
123            69395  384360  0.1086E-03  0.8239E-03  0.3409E-03  0.1165E-02  0.2392E-04  0.1662E-04
169            69692  377614  0.1044E-03  0.8015E-03  0.3463E-03  0.1148E-02  0.2391E-04  0.1683E-04
169            69658  373572  0.1006E-03  0.8546E-03  0.3463E-03  0.1201E-02  0.2391E-04  0.1767E-04
189            72193  372745  0.1063E-03  0.1529E-02  0.3543E-03  0.1883E-02  0.2454E-04  0.1860E-04
190            72752  829018  0.8211E-05  0.8483E-04  0.1444E-03  0.2292E-03  0.2308E-05  0.4616E-06
190            73959  825372  0.8390E-05  0.8646E-04  0.1464E-03  0.2329E-03  0.2347E-05  0.4694E-06
190            73968  820387  0.8571E-05  0.8820E-04  0.1480E-03  0.2362E-03  0.2390E-05  0.4781E-06
190            73968  815387  0.8782E-05  0.9024E-04  0.1499E-03  0.2401E-03  0.2440E-05  0.4880E-06
190            73115  811221  0.8937E-05  0.9176E-04  0.1511E-03  0.2429E-03  0.2477E-05  0.4955E-06
168            76009  454863  0.1780E-03  0.2295E-02  0.3743E-03  0.2669E-02  0.3034E-04  0.2275E-04
198            74386  453366  0.1554E-03  0.1613E-02  0.3594E-03  0.1973E-02  0.2591E-04  0.1728E-04
198            73352  451576  0.1549E-03  0.1903E-02  0.3524E-03  0.2255E-02  0.2581E-04  0.1625E-04
198            72270  443570  0.1484E-03  0.1820E-02  0.3403E-03  0.2161E-02  0.2546E-04  0.1667E-04
69             73546  423866  0.1409E-03  0.9543E-03  0.3534E-03  0.1308E-02  0.2562E-04  0.1744E-04
69             74505  421002  0.1425E-03  0.9665E-03  0.3594E-03  0.1326E-02  0.2590E-04  0.1757E-04
203            73374  409303  0.1324E-03  0.1133E-02  0.3511E-03  0.1484E-02  0.2496E-04  0.1700E-04
123            72002  406232  0.1268E-03  0.1054E-02  0.3442E-03  0.1398E-02  0.2462E-04  0.1698E-04
203            74192  406120  0.1325E-03  0.9309E-03  0.3570E-03  0.1288E-02  0.2549E-04  0.1751E-04
110            75232  388714  0.1245E-03  0.8977E-03  0.3721E-03  0.1270E-02  0.2552E-04  0.1770E-04
123            72655  389263  0.1186E-03  0.8723E-03  0.3559E-03  0.1228E-02  0.2471E-04  0.1691E-04
204            73901  390787  0.1227E-03  0.9141E-03  0.3623E-03  0.1276E-02  0.2504E-04  0.1724E-04
110            75648  385863  0.1242E-03  0.1213E-02  0.3742E-03  0.1588E-02  0.2535E-04  0.1748E-04
123            72833  385642  0.1168E-03  0.8650E-03  0.3595E-03  0.1224E-02  0.2484E-04  0.1709E-04
204            74370  387115  0.1213E-03  0.9440E-03  0.3668E-03  0.1311E-02  0.2515E-04  0.1731E-04
169            73122  379046  0.1128E-03  0.1105E-02  0.3620E-03  0.1467E-02  0.2463E-04  0.1763E-04
169            73191  375793  0.1088E-03  0.8707E-03  0.3631E-03  0.1234E-02  0.2480E-04  0.1830E-04
189            73513  373437  0.1089E-03  0.1499E-02  0.3608E-03  0.1860E-02  0.2466E-04  0.1823E-04
189            73023  372530  0.1076E-03  0.1535E-02  0.3578E-03  0.1893E-02  0.2459E-04  0.1818E-04
190            76892  826003  0.8464E-05  0.8710E-04  0.1479E-03  0.2350E-03  0.2362E-05  0.4724E-06
190            78135  822696  0.8637E-05  0.8872E-04  0.1499E-03  0.2386E-03  0.2402E-05  0.4803E-06
190            78102  818059  0.8832E-05  0.9057E-04  0.1518E-03  0.2423E-03  0.2447E-05  0.4894E-06
190            76751  814219  0.8949E-05  0.9167E-04  0.1524E-03  0.2441E-03  0.2472E-05  0.4944E-06
192            79422  646729  0.2966E-04  0.2576E-03  0.2449E-03  0.5025E-03  0.6731E-05  0.1346E-05
192            79109  642876  0.3074E-04  0.2657E-03  0.2460E-03  0.5117E-03  0.6913E-05  0.1383E-05
192            79072  637876  0.3241E-04  0.2777E-03  0.2504E-03  0.5281E-03  0.7173E-05  0.1435E-05
192            79035  632877  0.3427E-04  0.2907E-03  0.2528E-03  0.5435E-03  0.7441E-05  0.1488E-05
192            78998  627877  0.3625E-04  0.3046E-03  0.2553E-03  0.5599E-03  0.7735E-05  0.1547E-05
192            78962  622877  0.3825E-04  0.3187E-03  0.2575E-03  0.5761E-03  0.8042E-05  0.1608E-05
192            78925  617877  0.4084E-04  0.3360E-03  0.2612E-03  0.5973E-03  0.8420E-05  0.1684E-05
192            78888  612877  0.4364E-04  0.3538E-03  0.2631E-03  0.6170E-03  0.8805E-05  0.1761E-05
192            78848  607888  0.4651E-04  0.3727E-03  0.2662E-03  0.6389E-03  0.9071E-05  0.1814E-05
192            77889  604879  0.4793E-04  0.3821E-03  0.2650E-03  0.6471E-03  0.9273E-05  0.1855E-05
111            80174  459217  0.1775E-03  0.1996E-02  0.3987E-03  0.2395E-02  0.2779E-04  0.1807E-04
168            77317  456124  0.1836E-03  0.2074E-02  0.3821E-03  0.2456E-02  0.3127E-04  0.2508E-04
168            76870  454736  0.1817E-03  0.2328E-02  0.3791E-03  0.2707E-02  0.3073E-04  0.2304E-04
69             76633  422270  0.1498E-03  0.1412E-02  0.3706E-03  0.1782E-02  0.2640E-04  0.1855E-04
207            77564  423488  0.1537E-03  0.1698E-02  0.3754E-03  0.2073E-02  0.2707E-04  0.1964E-04
69             78364  417802  0.1542E-03  0.1428E-02  0.3837E-03  0.1812E-02  0.2706E-04  0.1918E-04
69             79321  415037  0.1547E-03  0.1024E-02  0.3918E-03  0.1416E-02  0.2758E-04  0.1904E-04
203            78263  407073  0.1453E-03  0.1025E-02  0.3847E-03  0.1410E-02  0.2687E-04  0.1863E-04
203            77450  405080  0.1434E-03  0.1718E-02  0.3763E-03  0.2095E-02  0.2649E-04  0.1837E-04
21             80224  386935  0.1436E-03  0.2321E-02  0.4033E-03  0.2724E-02  0.2891E-04  0.2090E-04
110            77316  386850  0.1284E-03  0.9105E-03  0.3865E-03  0.1297E-02  0.2627E-04  0.1868E-04
21             79823  385182  0.1375E-03  0.1927E-02  0.4010E-03  0.2328E-02  0.2787E-04  0.2067E-04
110            77572  384642  0.1281E-03  0.1457E-02  0.3864E-03  0.1843E-02  0.2628E-04  0.1945E-04
190            81430  820584  0.8847E-05  0.9067E-04  0.1529E-03  0.2435E-03  0.2449E-05  0.4898E-06
192            83368  649297  0.2997E-04  0.2603E-03  0.2526E-03  0.5129E-03  0.6780E-05  0.1356E-05
192            82629  645387  0.3102E-04  0.2680E-03  0.2534E-03  0.5214E-03  0.6951E-05  0.1390E-05
192            82629  640387  0.3270E-04  0.2804E-03  0.2563E-03  0.5367E-03  0.7224E-05  0.1445E-05
192            82629  635387  0.3459E-04  0.2937E-03  0.2609E-03  0.5545E-03  0.7500E-05  0.1500E-05
192            82629  630387  0.3663E-04  0.3078E-03  0.2634E-03  0.5712E-03  0.7790E-05  0.1558E-05
192            82629  625387  0.3882E-04  0.3229E-03  0.2665E-03  0.5894E-03  0.8108E-05  0.1622E-05
192            82629  620387  0.4135E-04  0.3405E-03  0.2708E-03  0.6113E-03  0.8497E-05  0.1699E-05
192            82629  615387  0.4419E-04  0.3577E-03  0.2734E-03  0.6311E-03  0.8860E-05  0.1772E-05
192            82596  610440  0.4672E-04  0.3737E-03  0.2759E-03  0.6496E-03  0.9089E-05  0.1818E-05
192            81416  607184  0.4833E-04  0.3842E-03  0.2742E-03  0.6584E-03  0.9303E-05  0.1861E-05
111            84284  464199  0.1930E-03  0.2079E-02  0.4302E-03  0.2509E-02  0.2861E-04  0.1777E-04
111            82606  460578  0.1977E-03  0.2911E-02  0.4200E-03  0.3331E-02  0.3159E-04  0.1989E-04
125            83756  429761  0.1895E-03  0.1697E-02  0.4232E-03  0.2121E-02  0.3179E-04  0.2539E-04
69             81712  418342  0.1660E-03  0.1441E-02  0.4081E-03  0.1849E-02  0.2840E-04  0.2031E-04
69             82629  415451  0.1666E-03  0.1126E-02  0.4170E-03  0.1543E-02  0.2879E-04  0.1985E-04
203            82936  412969  0.1669E-03  0.1864E-02  0.4159E-03  0.2280E-02  0.2873E-04  0.2031E-04
203            83621  409942  0.1649E-03  0.1505E-02  0.4220E-03  0.1927E-02  0.2883E-04  0.2082E-04
203            82009  407225  0.1576E-03  0.1038E-02  0.4114E-03  0.1449E-02  0.2830E-04  0.1990E-04
21             81956  389204  0.1523E-03  0.2735E-02  0.4170E-03  0.3152E-02  0.2922E-04  0.2087E-04
21             82824  386021  0.1498E-03  0.3064E-02  0.4226E-03  0.3486E-02  0.2919E-04  0.2054E-04
21             82069  380169  0.1406E-03  0.2220E-02  0.4158E-03  0.2636E-02  0.2936E-04  0.2250E-04
22             83035  380362  0.1425E-03  0.2089E-02  0.4227E-03  0.2512E-02  0.2937E-04  0.2245E-04
23             84065  380454  0.1468E-03  0.2350E-02  0.4305E-03  0.2780E-02  0.2970E-04  0.2111E-04
21             83539  375887  0.1382E-03  0.2340E-02  0.4214E-03  0.2762E-02  0.2930E-04  0.2254E-04
192            87576  651972  0.3025E-04  0.2628E-03  0.2603E-03  0.5232E-03  0.6822E-05  0.1364E-05
192            86959  647887  0.3143E-04  0.2715E-03  0.2617E-03  0.5332E-03  0.7012E-05  0.1402E-05
192            86959  642887  0.3326E-04  0.2850E-03  0.2665E-03  0.5515E-03  0.7308E-05  0.1462E-05
192            86959  637887  0.3519E-04  0.2986E-03  0.2700E-03  0.5686E-03  0.7591E-05  0.1518E-05
192            86959  632887  0.3726E-04  0.3130E-03  0.2745E-03  0.5875E-03  0.7889E-05  0.1578E-05
192            86959  627887  0.3958E-04  0.3290E-03  0.2777E-03  0.6066E-03  0.8220E-05  0.1644E-05
192            86959  622887  0.4222E-04  0.3473E-03  0.2825E-03  0.6298E-03  0.8623E-05  0.1725E-05
192            86959  617887  0.4521E-04  0.3653E-03  0.2857E-03  0.6511E-03  0.8994E-05  0.1799E-05
192            86872  613020  0.4770E-04  0.3808E-03  0.2887E-03  0.6695E-03  0.9206E-05  0.1841E-05
192            85671  609912  0.4880E-04  0.3872E-03  0.2860E-03  0.6732E-03  0.9350E-05  0.1870E-05
29             88620  471247  0.2105E-03  0.1624E-02  0.4581E-03  0.2082E-02  0.2997E-04  0.1984E-04
29             87989  470022  0.2077E-03  0.1335E-02  0.4565E-03  0.1791E-02  0.3039E-04  0.2059E-04
111            86826  466610  0.2032E-03  0.1961E-02  0.4507E-03  0.2411E-02  0.2924E-04  0.1908E-04
111            85651  463642  0.1993E-03  0.2247E-02  0.4429E-03  0.2690E-02  0.2960E-04  0.1908E-04
125            87241  428475  0.1975E-03  0.1963E-02  0.4510E-03  0.2414E-02  0.3123E-04  0.2234E-04
69             85749  416067  0.1795E-03  0.1518E-02  0.4413E-03  0.1959E-02  0.3003E-04  0.2167E-04
69             85722  414179  0.1779E-03  0.1127E-02  0.4433E-03  0.1570E-02  0.3011E-04  0.2088E-04
70             88001  413658  0.1873E-03  0.1164E-02  0.4615E-03  0.1625E-02  0.3111E-04  0.2181E-04
203            85515  411854  0.1745E-03  0.1112E-02  0.4399E-03  0.1552E-02  0.2985E-04  0.2076E-04
203            85297  409278  0.1710E-03  0.1241E-02  0.4368E-03  0.1678E-02  0.2949E-04  0.2071E-04
21             85096  387263  0.1598E-03  0.2787E-02  0.4416E-03  0.3229E-02  0.3057E-04  0.2286E-04
21             85119  382501  0.1494E-03  0.1926E-02  0.4396E-03  0.2365E-02  0.2972E-04  0.2293E-04
23             85086  381485  0.1513E-03  0.2603E-02  0.4389E-03  0.3042E-02  0.3061E-04  0.2251E-04
21             84771  376904  0.1432E-03  0.2801E-02  0.4314E-03  0.3232E-02  0.2897E-04  0.2086E-04
23             86249  377843  0.1489E-03  0.2861E-02  0.4429E-03  0.3304E-02  0.2995E-04  0.2305E-04
21             85172  374573  0.1431E-03  0.2333E-02  0.4330E-03  0.2766E-02  0.2918E-04  0.2292E-04
23             87227  375381  0.1488E-03  0.2220E-02  0.4467E-03  0.2667E-02  0.3075E-04  0.2445E-04
192            91791  654648  0.3052E-04  0.2655E-03  0.2679E-03  0.5335E-03  0.6872E-05  0.1374E-05
192            91289  650387  0.3184E-04  0.2751E-03  0.2704E-03  0.5455E-03  0.7075E-05  0.1415E-05
192            91289  645387  0.3363E-04  0.2884E-03  0.2739E-03  0.5623E-03  0.7370E-05  0.1474E-05
192            91289  640387  0.3562E-04  0.3022E-03  0.2783E-03  0.5805E-03  0.7652E-05  0.1530E-05
192            91289  635387  0.3779E-04  0.3174E-03  0.2827E-03  0.6001E-03  0.7970E-05  0.1594E-05
192            91289  630387  0.4026E-04  0.3345E-03  0.2872E-03  0.6217E-03  0.8322E-05  0.1664E-05
192            91289  625387  0.4290E-04  0.3526E-03  0.2936E-03  0.6462E-03  0.8711E-05  0.1742E-05
192            91289  620387  0.4610E-04  0.3722E-03  0.2977E-03  0.6699E-03  0.9122E-05  0.1824E-05
192            91120  615628  0.4859E-04  0.3877E-03  0.3008E-03  0.6885E-03  0.9334E-05  0.1867E-05
192            89926  612641  0.4988E-04  0.3953E-03  0.2994E-03  0.6947E-03  0.9494E-05  0.1899E-05
82             93125  479472  0.2295E-03  0.2161E-02  0.4973E-03  0.2658E-02  0.3013E-04  0.1849E-04
82             91600  476170  0.2216E-03  0.2170E-02  0.4842E-03  0.2654E-02  0.3009E-04  0.1898E-04
29             89026  471234  0.2134E-03  0.2193E-02  0.4656E-03  0.2658E-02  0.3145E-04  0.2244E-04
125            90514  428198  0.2129E-03  0.2331E-02  0.4819E-03  0.2813E-02  0.3353E-04  0.2522E-04
125            91248  427474  0.2173E-03  0.2006E-02  0.4888E-03  0.2495E-02  0.3328E-04  0.2432E-04
128            93408  420452  0.2191E-03  0.2254E-02  0.5120E-03  0.2766E-02  0.3456E-04  0.2664E-04
70             90925  413629  0.2014E-03  0.1220E-02  0.4886E-03  0.1708E-02  0.3242E-04  0.2292E-04
72             91542  414394  0.2048E-03  0.1760E-02  0.4933E-03  0.2253E-02  0.3212E-04  0.2245E-04
70             91893  411815  0.2035E-03  0.1577E-02  0.5005E-03  0.2078E-02  0.3262E-04  0.2407E-04
23             88422  375411  0.1530E-03  0.2499E-02  0.4552E-03  0.2954E-02  0.3056E-04  0.2427E-04
192            96009  657325  0.3083E-04  0.2690E-03  0.2742E-03  0.5432E-03  0.6978E-05  0.1396E-05
192            95619  652887  0.3225E-04  0.2794E-03  0.2769E-03  0.5562E-03  0.7201E-05  0.1440E-05
192            95619  647887  0.3395E-04  0.2911E-03  0.2817E-03  0.5728E-03  0.7415E-05  0.1483E-05
